ID,UTC Start,Observing band,Duration (s),DM (pc cm^-3),DM error (pc cm^-3),DM epoch (MJD),DM chi2r,DM tres,SN,Flux (mJy),RM (rad m^-2),RM error (rad m^-2),RFI zapped (%)
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzUzNzY=,2023-06-19T23:30:51+00:00,LBAND,511.54544927102796,10.39021226789922,1.997368262481941e-05,59000.0,1.1375,0.077,1157.73461914062,1.737,-0.68428,0.05,0.10072544642857142
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzcyMDk=,2023-11-13T17:46:33+00:00,LBAND,511.54544927102796,10.390180771886847,3.263967018401859e-05,59000.0,1.857,0.085,1142.35864257812,1.78,-2.52955,0.07,0.1033296130952381
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzcyMTQ=,2023-11-17T11:34:41+00:00,LBAND,510.60717099065414,10.390178725644526,4.5901233604573e-05,59000.0,1.8683,0.178,625.017517089844,1.158,-3.17198,0.08,0.06818611391129033
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzUzNTY=,2023-09-25T20:58:07+00:00,LBAND,255.56959222429902,10.390250354085092,2.593359455800557e-05,59000.0,1.3388,0.092,991.73095703125,2.458,-1.38879,0.05,0.10279107862903226
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzUzNTM=,2023-07-06T02:42:54+00:00,LBAND,511.54544927102796,10.390172549056906,1.334199214938682e-05,59000.0,2.1098,0.027,4050.04956054688,6.258,-0.795374,0.03,0.14476376488095238
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NTg=,2021-10-11T07:51:14+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,8.28189563751221,0.0073131131312457005,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5ODQ=,2022-04-12T19:45:48+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,2.47107315063477,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMTA=,2023-04-11T19:52:36+00:00,UHF_NS,300.0000000000001,None,None,None,None,None,2.57772922515869,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY0NA==,2020-04-09T05:04:04+00:00,LBAND,514.5269544672891,10.390567943813117,4.409350410137343e-05,59000.0,1.904,0.087,1179.20263671875,1.778,-0.395862,0.21,0.09712921626984126
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYzNg==,2020-03-31T04:40:02+00:00,LBAND,514.6049244112143,10.390598364987632,2.404888790317189e-05,59000.0,1.2408,0.075,1117.25598144531,1.819,-0.594004,0.06,0.0890531994047619
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzU0MDY=,2023-08-27T21:44:47+00:00,LBAND,255.56959222429902,10.390253700241555,0.0006544853029670907,59000.0,477.5956,3.039,555.755920410156,1.245,-0.716397,0.07,0.1036101310483871
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTczOA==,2022-08-08T22:14:38+00:00,LBAND,511.4696541308404,10.390429657255705,4.953119819026672e-05,59000.0,0.8657,0.201,404.933624267578,0.739,-1.22759,0.1,0.1712859623015873
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU4NA==,2019-10-30T20:52:36+00:00,LBAND,514.526216373832,10.390533830130385,1.647135313280573e-05,59000.0,0.421,0.064,1008.50158691406,1.569,-1.08375,0.07,0.04604542966611932
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU3OQ==,2019-10-16T18:33:52+00:00,LBAND,257.53764007476656,10.39054232317296,2.517947116292746e-05,59000.0,0.3653,0.06,893.88330078125,2.175,-1.3856,0.08,0.10956618464961068
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTc2Nw==,2023-05-28T04:18:52+00:00,LBAND,511.46806549532704,10.390191954913773,1.638669328209976e-05,59000.0,5.111,0.029,6336.6669921875,9.072,-0.559699,0.03,0.1007719494047619
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcyMQ==,2021-12-14T14:04:44+00:00,LBAND,511.5476240747657,10.390482863575365,2.525609748339989e-05,59000.0,1.6477,0.077,1410.11669921875,2.109,-1.63913,0.06,0.10005890376984126
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY5OQ==,2021-03-18T07:33:08+00:00,LBAND,255.57778900934514,10.391001913198533,2.905762277770941e-05,59000.0,1.0091,0.11,690.278747558594,1.565,-0.87724,0.07,0.09652217741935484
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzUzMzI=,2023-07-24T01:45:12+00:00,LBAND,510.5201142429906,10.39030102662411,3.613111306956109e-05,59000.0,0.8543,0.089,719.388244628906,1.209,-1.2205,0.1,0.22139616935483872
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDM1NTE=,2023-12-27T15:35:40+00:00,LBAND,511.545449271028,10.390241298123527,3.316596161829934e-05,59000.0,1.418,0.082,1038.34826660156,1.777,-2.75339,0.08,0.12721664186507936
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDQ3OTc=,2024-01-23T11:57:11+00:00,LBAND,254.4765463925233,10.39028097125386,1.985433080512556e-05,59000.0,0.475,0.052,919.810607910156,2.435,-3.42044,0.06,0.09145035282258064
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzUzNzI=,2023-10-08T16:12:54+00:00,LBAND,511.54544927102796,10.390273123342858,2.776141403250352e-05,59000.0,3.0933,0.071,1837.97399902344,3.103,-3.11665,0.05,0.14405071924603174
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYxMA==,2020-03-04T02:25:44+00:00,LBAND,258.5571194018685,10.390624591470083,5.762931695821326e-05,59000.0,1.3696,0.148,623.559265136719,1.578,-0.424917,0.11,0.09576612903225806
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTc2NA==,2023-05-06T01:59:21+00:00,LBAND,255.5777890093451,10.390161576375608,2.843840592108931e-05,59000.0,2.094,0.084,1187.92041015625,2.808,-0.396223,0.06,0.08177923387096774
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY4OA==,2020-11-03T15:36:41+00:00,LBAND,255.49872089719557,10.390899219769274,5.147761428791986e-05,59000.0,1.4547,0.153,667.752746582031,1.517,-1.53559,0.1,0.10102696572580645
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY1OA==,2020-05-22T22:48:08+00:00,LBAND,2.2732082242990663,10.387527421528898,0.01027397604060525,59000.0,199.8878,19.084,39.0189819335938,2.103,1.24262,0.29,0.1015625
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTczMQ==,2022-05-08T02:40:53+00:00,LBAND,511.5476240747657,10.390441783311513,4.948621294153397e-05,59000.0,1.0617,0.161,506.130310058594,0.839,-0.587204,0.12,0.09241691468253968
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTc0Nw==,2022-12-03T12:43:35+00:00,LBAND,511.54806190654233,10.39043814801124,1.868838598617425e-05,59000.0,1.8186,0.061,1792.85949707031,3.032,-2.42597,0.05,0.07722594246031746
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY3MA==,2020-07-10T03:21:47+00:00,LBAND,1023.8013703177563,10.39069589437999,1.437269824787047e-05,59000.0,1.4727,0.085,1260.67041015625,2.503,-0.782125,0.04,0.0743033341535433
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYyOA==,2020-03-06T06:32:10+00:00,LBAND,904.5578718504665,10.390578428269114,1.82152337064854e-05,59000.0,0.9419,0.078,956.520385742188,1.277,-0.769309,0.06,0.09810093470982142
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY0OA==,2020-04-26T08:55:54+00:00,LBAND,257.8509972336442,10.39060000432,4.574178184631091e-05,59000.0,1.6814,0.126,672.743835449219,1.774,-0.826663,0.08,0.07654989919354839
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU3OA==,2019-10-05T14:00:26+00:00,LBAND,257.61560044859834,10.390506948854012,4.691832216669829e-05,59000.0,1.4202,0.177,591.902954101562,1.443,-1.5488,0.08,0.06646273637374861
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU0MA==,2019-05-21T03:46:49+00:00,LBAND,513.6641973831778,10.390421259754573,1.455116517848356e-05,59000.0,0.9711,0.04,2151.71069335938,3.48,-0.626013,0.05,0.08607006020799124
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU4OQ==,2019-11-26T08:40:58+00:00,LBAND,257.53764007476656,10.390574855569948,5.20143231958158e-05,59000.0,1.5082,0.161,600.517944335938,1.425,-1.36381,0.08,0.08061040044493882
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcyNg==,2022-03-03T06:37:54+00:00,LBAND,511.4696541308404,10.390508598602345,1.462391089975477e-05,59000.0,1.1934,0.042,1861.62951660156,3.43,-1.48569,0.04,0.09998139880952381
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTUzMA==,2019-02-12T05:03:41+00:00,LBAND,512.0,10.390343820305404,0.00018516501494781178,59000.0,10.1241,0.694,362.041290283203,0.642,-0.571927,0.13,0.045315650201612906
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzU0MTg=,2023-07-29T22:44:23+00:00,LBAND,255.49220844859806,10.390194172823085,8.926579838424517e-05,59000.0,7.4235,0.187,844.569458007812,2.036,-0.924677,0.1,0.10509072580645161
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzgxNTQ=,2024-09-17T17:36:14+00:00,LBAND,255.49220844859806,10.390103451855206,1.594795822168665e-05,59000.0,0.5216,0.046,1141.025390625,2.791,-2.09327,0.05,0.14544480846774194
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzgxOTg=,2024-09-19T16:46:18+00:00,LBAND,511.54544927102796,10.390099564077806,1.681247781102524e-05,59000.0,2.3409,0.069,1650.07946777344,2.544,-2.78635,0.04,0.10363963293650794
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Nzc3OTU=,2024-08-13T20:42:27+00:00,LBAND,255.56959222429902,10.390291699730817,6.007023596520273e-05,59000.0,1.5184,0.356,241.197052001953,0.613,-1.42355,0.1,0.12181829637096774
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Nzc3NjM=,2024-08-12T20:19:21+00:00,LBAND,511.54544927102796,10.390202364967132,2.816687387610053e-05,59000.0,2.6158,0.099,1122.07373046875,1.898,-1.04961,0.04,0.11168464781746032
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzkwNzQ=,2024-11-25T17:28:39+00:00,LBAND,511.54544927102796,10.390047233830337,2.59864699716534e-05,59000.0,1.3625,0.102,955.500122070312,1.676,-2.80001,0.06,0.08793712797619048
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODA1NTQ=,2024-12-13T10:28:50+00:00,LBAND,254.55393016822424,10.390142417267676,3.142428969677137e-05,59000.0,1.4984,0.153,663.412719726562,1.561,-3.49791,0.05,0.0848664314516129
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODA1MzA=,2024-12-09T12:07:58+00:00,LBAND,511.54544927102796,10.390163156314165,1.897157868581563e-05,59000.0,1.1243,0.06,1562.38500976562,2.435,-3.47612,0.05,0.11617993551587301
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODA4MDM=,2025-01-01T11:38:46+00:00,LBAND,511.46806549532704,10.390075357414132,9.64239939824956e-06,59000.0,6.378,0.047,5013.880859375,8.402,-3.45362,0.02,0.09830729166666667
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODEyMDk=,2025-01-13T13:50:57+00:00,LBAND,510.5201142429906,10.390173036837307,3.204418478439246e-05,59000.0,1.774,0.055,2011.46496582031,3.154,-3.22797,0.07,0.10023941532258064
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODE0MzY=,2025-01-16T11:23:10+00:00,LBAND,255.56959222429902,10.390078540456315,2.128578470550566e-05,59000.0,1.2822,0.072,1285.42614746094,3.272,-2.76718,0.05,0.09154485887096774
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODE2ODI=,2025-02-02T12:41:03+00:00,LBAND,511.54544927102796,10.390107627761362,1.302728255138726e-05,59000.0,5.5042,0.049,4661.77587890625,7.49,-2.26365,0.03,0.09502108134920635
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODIwNDU=,2025-02-22T09:10:27+00:00,LBAND,255.49220844859806,10.390127241540503,6.151325220072525e-05,59000.0,2.2332,0.194,742.458740234375,1.555,-3.36139,0.08,0.10118447580645161
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODI1MzI=,2025-03-21T07:55:08+00:00,UHF,254.245632,10.39008841253377,2.49683800473105e-05,59000.0,1.2389,0.23,949.825927734375,2.791,-2.88299,0.03,0.07730594758064516
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODMwMzc=,2025-04-26T05:14:17+00:00,UHF,255.22898823529434,10.39005052105454,1.860835021426266e-05,59000.0,0.6899,0.172,875.640686035156,2.775,-0.412813,0.03,0.1083039314516129
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODMwMjA=,2025-04-26T01:47:01+00:00,LBAND,255.569592224299,10.390115041123233,6.548009900725344e-05,59000.0,1.2217,0.157,555.571350097656,1.264,-0.715101,0.11,0.11863659274193548
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODMyNDA=,2025-04-14T06:52:38+00:00,LBAND,255.4922084485981,10.390097198733095,3.155661220778944e-05,59000.0,0.7488,0.087,513.431335449219,1.209,-2.22823,0.07,0.1181640625
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODM0MjY=,2025-04-15T05:02:08+00:00,LBAND,511.5454492710279,10.390030927646832,6.648461227642083e-05,59000.0,1.0699,0.093,716.424743652344,1.119,-0.749303,0.15,0.14027847782258066
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODM1NDY=,2025-04-25T02:29:31+00:00,LBAND,511.54544927102796,10.390108080128897,1.29973751997593e-05,59000.0,0.8074,0.061,1103.845703125,2.048,-0.574315,0.04,0.11628844246031746
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODM4NTU=,2025-05-14T03:09:38+00:00,LBAND,511.46806549532704,10.39008069629794,2.800461537995995e-05,59000.0,1.5011,0.049,1716.142578125,2.868,-0.593635,0.05,0.10963851686507936
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODM3OTE=,2025-05-09T01:53:43+00:00,LBAND,511.54544927102796,10.390083580266927,3.450864667247689e-05,59000.0,0.7945,0.16,433.721862792969,0.985,-0.633387,0.08,0.3126085069444444
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODQzMzE=,2025-05-27T03:23:43+00:00,LBAND,511.46806549532704,10.390061921664776,3.993990930527763e-05,59000.0,1.8687,0.111,894.043090820312,1.781,-0.5537,0.07,0.1146453373015873
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODQ0NjY=,2025-05-28T21:27:11+00:00,LBAND,255.56959222429902,10.390158302180359,8.648591495894244e-05,59000.0,1.9766,0.288,420.569396972656,1.024,-1.11679,0.13,0.09226940524193548
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODQ1MDg=,2025-06-10T23:48:56+00:00,LBAND,511.54544927102796,10.390076654413946,2.202799541765966e-05,59000.0,1.985,0.079,1443.36755371094,2.579,-0.607322,0.04,0.12052671370967742
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODUyMTI=,2025-06-28T00:43:49+00:00,LBAND,255.4922084485981,10.390112726390045,2.642109957464476e-05,59000.0,1.8812,0.116,1072.21789550781,2.282,-0.844111,0.05,0.11668346774193548
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODUxNjE=,2025-06-24T02:05:04+00:00,LBAND,510.5201142429906,10.390141815231514,2.516398417967364e-05,59000.0,1.9339,0.052,2103.24926757812,3.475,-0.71176,0.07,0.1171875
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODU0MzI=,2025-07-08T21:34:42+00:00,LBAND,511.54544927102796,10.390154390156237,1.829043689746844e-05,59000.0,1.1449,0.067,1242.86547851562,1.98,-0.945329,0.05,0.12876674107142858
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODU3MDk=,2025-07-24T21:04:15+00:00,LBAND,510.5201142429906,10.390131757892354,1.992684902242184e-05,59000.0,1.0654,0.065,1287.49938964844,2.107,-1.04375,0.06,0.13292100694444445
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODYyMjI=,2025-08-07T20:28:41+00:00,UHF,511.19816470588256,10.390122298799833,1.12316860814628e-05,59000.0,0.3675,0.096,1597.95080566406,3.621,-0.404874,0.03,0.10890997023809523
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODYxNTc=,2025-08-04T17:13:15+00:00,LBAND,255.49220844859806,10.390217377195475,5.126513873240546e-05,59000.0,1.1822,0.157,422.238922119141,1.051,-1.17403,0.08,0.111328125
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODYyNDU=,2025-08-05T23:42:19+00:00,LBAND,511.54544927102796,10.390122980952164,1.781502737085087e-05,59000.0,5.0721,0.081,2184.56665039062,4.267,-0.897485,0.03,0.10695684523809523
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY0ODY=,2025-08-18T21:26:04+00:00,LBAND,255.49220844859806,10.3901454017248,3.652514253641693e-05,59000.0,1.2304,0.11,689.854064941406,1.824,-1.09,0.07,0.11476184475806452
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1NjI=,2025-08-30T13:31:49+00:00,LBAND,1022.5395391401868,10.390158388552251,2.869833183139603e-05,59000.0,1.8495,0.048,1804.08178710938,2.027,-1.39305,0.07,0.09666430856299213
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1Nzc=,2025-08-30T18:13:47+00:00,LBAND,1023.5648741682242,10.39017336802578,3.81262033259613e-05,59000.0,1.0821,0.126,668.353393554688,0.794,-1.52734,0.1,0.1277605191929134
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1Njg=,2025-08-30T15:14:34+00:00,LBAND,1022.5395391401868,10.390148429900481,1.348658767626673e-05,59000.0,0.2989,0.036,1120.86938476562,1.279,-1.96562,0.07,0.10519961860236221
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1NjM=,2025-08-30T13:48:56+00:00,LBAND,1022.5395391401868,10.39020243050821,2.810552237210123e-05,59000.0,1.3248,0.051,1627.22900390625,1.855,-1.50975,0.07,0.189453125
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1Njc=,2025-08-30T14:57:27+00:00,LBAND,1022.5395391401868,10.390182359700148,2.662130012522969e-05,59000.0,1.4864,0.077,1161.494140625,1.373,-1.91136,0.06,0.10370786171259842
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1NTM=,2025-08-26T13:55:31+00:00,LBAND,817.0565957383176,10.39016122418149,1.358377087686372e-05,59000.0,2.9083,0.035,4062.14282226562,6.199,-1.49937,0.04,0.1561146349009901
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1NzM=,2025-08-30T17:05:17+00:00,LBAND,1023.5648741682242,10.390136212477593,2.296487878529847e-05,59000.0,1.066,0.119,813.487731933594,0.847,-1.36093,0.07,0.1381720595472441
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1NTI=,2025-08-26T13:38:24+00:00,LBAND,1023.5648741682242,10.390143559955193,1.691618025147089e-05,59000.0,5.9151,0.044,4807.09521484375,6.482,-1.43848,0.04,0.1043914310515873
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1NzQ=,2025-08-30T17:22:25+00:00,LBAND,1023.4874903925233,10.390208083193796,4.026784930843087e-05,59000.0,1.4291,0.165,654.806701660156,0.777,-1.48138,0.09,0.18786140501968504
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1NzA=,2025-08-30T15:48:47+00:00,LBAND,1023.5648741682243,10.390182703433144,2.753431507441189e-05,59000.0,1.2346,0.088,802.225280761719,0.963,-1.88998,0.07,0.11521899606299213
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY0OTE=,2025-08-18T22:12:31+00:00,LBAND,511.54544927102796,10.39013199356504,2.660881469232776e-05,59000.0,0.9978,0.068,1189.78259277344,1.7,-0.931949,0.07,0.08365885416666667
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1NzU=,2025-08-30T17:39:33+00:00,LBAND,1022.5395391401868,10.390112685052555,4.126595232991384e-05,59000.0,1.3553,0.16,605.314086914062,0.762,-1.38073,0.1,0.1654158464566929
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1NjY=,2025-08-30T14:40:19+00:00,LBAND,1023.5648741682243,10.39012340591582,2.454042024951821e-05,59000.0,1.5271,0.076,1480.98510742188,1.553,-1.93238,0.06,0.12030173474409449
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1NjE=,2025-08-30T13:14:42+00:00,LBAND,1022.5395391401869,10.390164872279751,2.035412498904182e-05,59000.0,1.1403,0.039,1942.98608398438,2.204,-1.15592,0.06,0.10026297982283465
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1NjA=,2025-08-30T12:57:34+00:00,LBAND,1023.5648741682242,10.3901933703032,2.457573463644914e-05,59000.0,2.6859,0.057,1986.58422851562,2.367,-0.962756,0.05,0.11933286171259842
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1NzY=,2025-08-30T17:56:40+00:00,LBAND,1022.5395391401868,10.39012630737947,3.801510864735599e-05,59000.0,1.1094,0.136,569.063232421875,0.755,-1.56092,0.11,0.11723400297619048
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1NzI=,2025-08-30T16:23:03+00:00,LBAND,1023.5648741682242,10.390161177378605,2.026493623674233e-05,59000.0,0.6976,0.098,696.233032226562,0.865,-1.80171,0.07,0.1927365280511811
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1NjU=,2025-08-30T14:23:11+00:00,LBAND,1023.4874903925232,10.390157981293587,2.772875038607871e-05,59000.0,1.6538,0.064,1520.28601074219,1.798,-1.81764,0.06,0.13286632627952755
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1NTE=,2025-08-26T13:21:15+00:00,LBAND,1023.5648741682243,10.390162818428934,1.304290041101516e-05,59000.0,3.9284,0.035,4827.4521484375,6.516,-1.26014,0.03,0.0975947342519685
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1NjQ=,2025-08-30T14:06:03+00:00,LBAND,1023.5648741682242,10.390086926224805,2.531671728863411e-05,59000.0,0.9191,0.041,1651.62438964844,1.944,-1.84224,0.08,0.10546106053149606
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1Njk=,2025-08-30T15:31:41+00:00,LBAND,1022.5395391401869,10.390206168435963,4.016225065144205e-05,59000.0,2.1172,0.109,903.53125,1.128,-2.15685,0.07,0.19413601131889763
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1OTI=,2025-08-30T22:43:09+00:00,LBAND,1023.4874903925232,10.39014027054437,1.588520840187476e-05,59000.0,1.1079,0.058,1119.22412109375,1.412,-1.04356,0.06,0.09191990649606299
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1OTg=,2025-08-31T00:25:53+00:00,LBAND,1023.4874903925233,10.390146999159493,2.103533293438685e-05,59000.0,2.1697,0.063,1789.58178710938,1.9,-0.799318,0.06,0.10512272391732283
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1ODk=,2025-08-30T21:51:47+00:00,LBAND,1023.5648741682243,10.390153931854815,4.33786682817729e-05,59000.0,6.6354,0.169,1288.24462890625,1.306,-1.06574,0.06,0.09342704232283465
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1OTM=,2025-08-30T23:00:17+00:00,LBAND,1023.5648741682243,10.390137099356988,1.823662156443345e-05,59000.0,1.23,0.058,1186.65551757812,1.474,-0.930835,0.06,0.09348855807086615
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1ODU=,2025-08-30T20:30:47+00:00,LBAND,1023.5648741682243,10.39017807552179,2.132475457431959e-05,59000.0,1.5825,0.07,1282.19274902344,1.454,-1.13701,0.06,0.09840981791338582
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1OTE=,2025-08-30T22:26:01+00:00,LBAND,1023.5648741682242,10.390158416807907,2.025032783290342e-05,59000.0,1.6264,0.082,1133.47546386719,1.29,-0.934759,0.06,0.09749477116141732
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1Nzg=,2025-08-30T18:30:55+00:00,LBAND,1023.4874903925233,10.390249733506243,3.420597205547806e-05,59000.0,1.0118,0.107,698.511291503906,0.841,-1.35431,0.1,0.12225485974409449
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1ODI=,2025-08-30T19:39:25+00:00,LBAND,1023.5648741682243,10.390164654259799,1.796887916563634e-05,59000.0,1.6561,0.061,1409.29699707031,1.683,-0.978604,0.06,0.10370786171259842
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1OTA=,2025-08-30T22:08:55+00:00,LBAND,1022.4621553644859,10.39013863956465,3.486097402427415e-05,59000.0,4.5471,0.15,1102.28173828125,1.188,-0.979157,0.06,0.1099363312007874
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1OTc=,2025-08-31T00:08:45+00:00,LBAND,1023.5648741682243,10.390172747537815,1.313635122938407e-05,59000.0,0.8403,0.038,1649.63940429688,2.081,-0.930258,0.06,0.10380782480314961
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1ODY=,2025-08-30T21:00:24+00:00,LBAND,1023.4874903925233,10.390142661836938,2.890493847095471e-05,59000.0,1.8273,0.094,1136.88342285156,1.208,-0.925123,0.07,0.08703031994047619
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1ODc=,2025-08-30T21:17:31+00:00,LBAND,1023.5648741682242,10.390183201747451,3.838632186419684e-05,59000.0,3.904,0.122,1055.72021484375,1.291,-0.932911,0.07,0.08612973671259842
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1OTQ=,2025-08-30T23:17:25+00:00,LBAND,1022.4621553644859,10.39017060165026,1.627735090024633e-05,59000.0,1.068,0.046,1599.78869628906,1.655,-0.887829,0.06,0.11355038139763779
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1Nzk=,2025-08-30T18:48:03+00:00,LBAND,1023.5648741682242,10.390118311084601,3.970142928211433e-05,59000.0,1.8387,0.123,799.5966796875,0.973,-1.36837,0.09,0.10224686269685039
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1OTU=,2025-08-30T23:34:31+00:00,LBAND,1023.5648741682242,10.39019510632326,1.953662421925021e-05,59000.0,1.8414,0.054,1727.06604003906,2.002,-0.887448,0.06,0.12024790846456693
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1ODE=,2025-08-30T19:22:19+00:00,LBAND,1022.5395391401869,10.390171226278015,1.690290818390234e-05,59000.0,0.835,0.06,1148.50756835938,1.267,-1.26188,0.07,0.09002829724409449
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1ODA=,2025-08-30T19:05:11+00:00,LBAND,1023.5648741682242,10.390142649279108,3.06348996351908e-05,59000.0,1.4781,0.106,852.707336425781,1.019,-1.17138,0.08,0.09910187007874016
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1ODg=,2025-08-30T21:34:39+00:00,LBAND,1023.5648741682242,10.390169790408573,2.159022678101077e-05,59000.0,1.4957,0.072,1232.34631347656,1.408,-0.86857,0.06,0.09205062746062992
UHVsc2FyRm9sZFJlc3VsdE5vZGU6ODY1ODQ=,2025-08-30T20:13:39+00:00,LBAND,1023.5648741682242,10.39014853602527,1.835067679398326e-05,59000.0,1.7802,0.061,1494.87548828125,1.782,-0.973917,0.06,0.11287370816929133
