designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 3673850601089408,3673850601089408,45.72622387340797,4.490434443664674,12.756269501012902,71.57520956959284,4.290735583865407,0.9313488,17.144964,3.4909134,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 3727241338945920,3727241338945920,45.9693683744947,4.985756799806278,5.045151462079395,28.346994297091385,31.597095490692023,1.6628711,11.251796,0.9454918,1.0391145,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5403.671,4.3777,0.2112,196.5838,0.0555,0.0454,0.024
Gaia DR3 3729341578534016,3729341578534016,46.02573681600032,5.0481197679431205,6.994411925967035,56.036753019500786,-59.693809960976516,1.0555371,15.388265,2.65948,-9.85895,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3447.7493,4.5879,-0.2365,143.348,0.8397,0.5452,0.3482
Gaia DR3 3737931513117440,3737931513117440,45.373716259730244,4.729652557561918,13.170458482745454,168.4469397193095,-53.03576087591769,1.1099105,16.08771,2.9981842,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 3787370881431296,3787370881431296,45.48632667790166,5.064038582749532,9.683611692537488,155.82441489974065,-48.24511301708334,0.98725027,16.835691,3.1401424,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3227.9895,4.9593,-0.0624,113.539,1.0928,0.6736,0.4584
Gaia DR3 3830286194326272,3830286194326272,46.51965623337606,5.262370647397124,5.322714805709503,-28.109435939272416,-44.83219424854738,0.91528714,11.572677,0.93107414,-49.021896,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5499.0063,4.4458,-0.0885,185.9293,0.1337,0.1103,0.0588
Gaia DR3 3848874813209216,3848874813209216,46.89907897817326,5.361228915767633,18.395088321905394,84.0581742654179,-18.91778844521749,1.3791283,12.384472,2.0964613,7.567211,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 3940550890360320,3940550890360320,46.41962233672582,5.961210146206637,5.4449454505672525,124.32296835292297,-13.540487152673435,0.9370139,11.903561,1.1104155,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4978.907,4.4806,0.3322,182.4454,0.0112,0.0089,0.0046
Gaia DR3 3950446494981504,3950446494981504,48.04213296869395,5.017481582148933,5.239281783995328,85.58789388826585,-34.20667120768158,1.0322942,14.89242,2.0112848,44.494366,NOT_AVAILABLE,0,true,true,false,false,false,false,true,4125.446,4.7095,-0.3402,180.8511,1.2454,0.8847,0.48
Gaia DR3 3970959258784896,3970959258784896,47.88191115496963,5.248692416923734,13.229961107005744,126.83239816118989,-14.628875512569444,1.0961117,15.122254,2.5796928,24.062916,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 3989685316185856,3989685316185856,48.29210516338495,5.369227202431177,8.768207927983543,-1.4760265168738278,-41.02046416849595,1.6581515,14.756202,2.4763489,-34.880096,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3526.2605,4.6662,-0.2836,111.6577,0.7041,0.4663,0.2884
Gaia DR3 4053899371895168,4053899371895168,47.767771985382524,5.57721637077742,5.089691577875481,-10.37289858928002,-5.406110405364273,1.001842,19.592297,2.9182606,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4267552520347776,4267552520347776,47.56392170930795,5.90623884657126,55.240631750607875,-122.2030270613495,-563.343416515233,1.3848362,10.885645,2.3352451,-5.684577,NOT_AVAILABLE,0,false,false,true,false,false,false,true,,,,,,,
Gaia DR3 4288649399671808,4288649399671808,47.42662804510936,6.101808130080237,18.44777188844904,115.63191952314155,-133.07354411332963,1.0851507,16.366783,3.2558184,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3024.5212,5.1349,-0.5376,53.4431,5.0E-4,3.0E-4,2.0E-4
Gaia DR3 4288649399672832,4288649399672832,47.41162955147284,6.099030655805088,18.48272219270192,115.45622333482422,-133.0101933642867,1.1103778,13.86766,2.3756142,29.86247,NOT_AVAILABLE,0,false,false,false,false,false,false,true,3210.4827,4.3437,-0.8934,54.1731,0.0087,0.0057,0.0034
Gaia DR3 4317305420908544,4317305420908544,46.61226298964449,6.041964929820241,6.5290075603544535,-1.8635195412194387,-1.0018413147767857,3.0988061,18.83237,2.0489655,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4350458273913856,4350458273913856,46.91573943893325,6.287198502410843,7.418582630901849,-40.05321264151348,-27.09465908332819,1.0047865,19.176834,3.3591156,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4487454845940864,4487454845940864,47.565652695145076,6.802452681436866,6.502036457724512,12.560628889389742,-13.713406120076272,4.194403,13.784185,1.9476242,-6.3590484,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3872.1157,4.508,-0.3156,141.7464,0.4762,0.3352,0.1863
Gaia DR3 4592213396608256,4592213396608256,41.69932496884636,2.898707658604704,5.218724947011269,145.394518384365,-7.053518536015034,1.0049996,18.67618,3.2286263,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,3058.9229,5.0636,-0.1945,193.0502,0.2254,0.1356,0.0982
Gaia DR3 4793290877159040,4793290877159040,41.44717695106438,3.2361206187822003,6.170950193031485,-6.903833407711414,-53.59415095146469,0.9723494,16.917805,2.972889,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3325.8018,4.8789,0.0323,164.3385,1.0415,0.654,0.4366
Gaia DR3 4871081324778240,4871081324778240,41.32712509059649,3.625809157483995,8.587111591701479,14.69558223267979,-14.351024543730032,1.0002056,16.411087,2.9332733,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3293.837,4.9251,-0.066,117.1957,0.8959,0.5628,0.375
Gaia DR3 4962546948315520,4962546948315520,42.500801914601574,3.9741429715984906,10.702481171561862,15.455779120981543,7.9349839005008596,0.9625247,16.306765,2.9108095,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3291.6353,4.9787,-0.2128,97.6572,0.87,0.5482,0.3622
Gaia DR3 4985808491182080,4985808491182080,42.39990531113778,4.242152933993897,10.71121552265411,42.660128783783236,-5.288352333068163,1.1254458,16.03091,3.1354008,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 4986010354369152,4986010354369152,42.38274977452576,4.252666377085085,5.2056156388619295,2.4081492698973905,-36.109879709410684,0.9992896,17.073235,2.8520842,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3360.9648,4.7341,-0.1864,217.154,0.9666,0.6159,0.4021
Gaia DR3 5146783865425920,5146783865425920,43.46472552426987,4.136842488335722,8.825745813940147,73.7607875547164,-134.81341729322983,1.0780525,16.81024,2.9682665,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3239.2512,4.9792,-0.1437,116.529,0.8066,0.5024,0.339
Gaia DR3 5562051368293248,5562051368293248,43.4095876087036,5.226030577139227,5.486930596686671,65.79084762335464,-16.882493768476234,0.92116094,17.711945,3.0587234,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3216.4966,4.9531,-0.0333,186.364,0.7658,0.4741,0.3245
Gaia DR3 5594349522237184,5594349522237184,43.60469487829933,5.399185081819721,6.173952108909402,-14.991114420756993,-41.78535468125559,1.1875325,19.1347,3.2706394,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 5778144057977088,5778144057977088,41.45524009150779,4.400430766453215,5.784413279404585,70.88756816239541,-37.199427129553534,1.0631062,16.000898,2.4746904,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 5803806486996992,5803806486996992,41.53380394476041,4.6850628138057555,5.884034723446345,8.613691900653354,-36.38508129697402,1.0467808,16.99326,2.6388073,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3401.6052,4.9569,-0.3056,170.9731,0.7212,0.4675,0.2966
Gaia DR3 6064498117528960,6064498117528960,41.07092199679766,5.109570564113122,5.373104801127014,28.559308095276585,-18.881548928449558,1.2718201,14.2693405,2.081666,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3813.0676,4.4545,-0.1319,184.2221,0.573,0.3976,0.2276
Gaia DR3 6199871191414656,6199871191414656,42.20844862066764,4.99472699614471,5.91901396982104,80.50493618906239,-40.11269755061522,1.1411839,12.2927685,1.1487417,-11.140625,NOT_AVAILABLE,0,true,true,false,false,false,false,true,4823.338,4.5346,-0.295,167.3732,0.0027,0.0022,0.0011
Gaia DR3 6210355206823552,6210355206823552,42.002344896379526,4.971605461100871,6.154458307998739,-3.4017035547316663,-12.077424706473517,1.0988686,16.482557,2.451315,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3511.0989,4.9351,-0.4576,160.9903,0.6786,0.4509,0.2744
Gaia DR3 6524605078635008,6524605078635008,42.01164842253625,6.006709612630606,6.086615118834094,151.67731918640712,-129.36140079092718,0.95501906,16.59214,2.59684,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3415.4521,4.9045,-0.1935,166.3356,0.6268,0.4073,0.2595
Gaia DR3 6607588142209280,6607588142209280,41.464593342415846,6.373106656130343,6.60371674468966,-5.785719903818563,-60.84785862654767,0.9744065,17.646597,3.0911293,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3262.5322,5.0178,-0.2995,150.5538,0.993,0.6207,0.4118
Gaia DR3 6616212436512256,6616212436512256,42.15733871573912,6.073712961122566,6.095017208031285,42.72523350671548,-14.227980006673722,1.0609021,15.910577,2.4351606,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3545.795,4.8266,-0.2264,161.936,0.645,0.4292,0.263
Gaia DR3 6637755991979776,6637755991979776,41.88726684904989,6.253231780544429,5.604680253442216,3.9892673108682475,3.934287470475043,1.0940082,19.939562,2.488411,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6646311567278848,6646311567278848,42.13335365162582,6.425576919693744,6.358872320414796,34.832857932360675,-31.656488702112377,1.2816265,12.425893,1.2346535,-15.166384,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4716.1055,4.5846,0.0673,156.9487,0.0846,0.0659,0.0346
Gaia DR3 6677166612517888,6677166612517888,42.56206918045256,6.671336248501781,5.418324744650153,38.487252379238576,-9.2580954368562,15.09388,10.268106,0.78183746,30.960083,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5999.042,4.5419,-0.2128,121.2396,0.0565,0.0477,0.0256
Gaia DR3 6690326392104832,6690326392104832,41.764687671753784,6.427870508395737,5.465146694601901,-17.960806305283615,6.3901730199042275,1.0201706,16.592934,2.3385925,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3516.4614,4.917,-0.4403,181.2714,0.6108,0.4109,0.2404
Gaia DR3 6709842722982528,6709842722982528,41.69003409439284,6.629331955272781,5.578086986166725,38.7562332935557,-0.5599686006312854,1.0470709,18.58719,3.268322,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6853908811376000,6853908811376000,44.64599308269744,5.476336066726445,9.822363430769089,157.85528721959224,-22.70632144691453,1.064482,14.726688,2.3796005,72.03571,VARIABLE,0,true,true,false,true,false,true,true,3559.324,4.7437,-0.3845,102.0898,0.6502,0.435,0.2636
Gaia DR3 6868515995364608,6868515995364608,45.04928249375005,5.613640083909401,5.738647032084929,-11.34437627813475,-27.312811649173984,2.6469412,8.553609,0.422534,-22.978647,NOT_AVAILABLE,0,true,true,false,false,false,true,true,7323.4956,4.0771,-0.2867,167.1764,0.1107,0.0999,0.0535
Gaia DR3 6911053351569664,6911053351569664,45.775999581246474,5.7031495947113005,6.265448319627404,-6.619019139332083,-49.82656751312095,1.1413281,14.23486,1.9583187,10.964866,VARIABLE,0,false,false,false,true,false,true,true,3948.9146,4.5843,-0.2788,159.0384,0.6364,0.4502,0.249
Gaia DR3 6953826932236416,6953826932236416,45.79389027476397,5.968711690418946,5.412895588881,16.232566835160725,-24.786664511189535,1.1516094,20.631384,2.4337196,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6964134852184448,6964134852184448,45.94291713450195,6.176290705154494,5.306628089030124,26.220958456409747,-140.33079027517,0.979148,17.351841,2.653841,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3331.1704,4.9644,-0.243,188.78,0.562,0.3601,0.2344
Gaia DR3 7019698844234112,7019698844234112,45.525131234846796,6.171225571477692,5.863798206315546,-17.18546478182865,-15.160875628166368,1.1486133,16.426926,2.7233963,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 7030041125474304,7030041125474304,45.697105237760375,6.391712481876081,5.1110038700548746,1.701152873111454,-38.392892482016464,1.0103599,15.934067,2.460782,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3592.3286,4.7527,0.0414,191.9753,0.7346,0.4879,0.301
Gaia DR3 7127206170775552,7127206170775552,43.89001419858787,5.932761646419646,5.474339833242277,45.84333984557351,-19.83720242741108,1.1146442,20.499308,2.5355568,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 7201908536788864,7201908536788864,44.83093672437953,6.304508889388051,8.109664572710539,11.994619130378268,3.041044667043417,1.0939258,16.597176,3.368538,,VARIABLE,0,true,false,false,true,false,true,true,3203.947,4.8145,0.5603,130.2003,1.0168,0.6092,0.4596
Gaia DR3 7297153731519104,7297153731519104,45.15936550900092,6.885666735394687,6.6650373953784765,56.79668216567012,-9.85357463352861,0.97671175,15.802111,2.5573473,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3488.219,4.7968,0.0176,149.9754,0.7184,0.4693,0.2975
Gaia DR3 7299073583304960,7299073583304960,45.17655070457338,6.942567378643325,5.733777388885637,21.615680849720984,-0.32137888693569594,1.1072519,19.676186,3.2765827,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 7457716788871168,7457716788871168,46.43273327481353,7.0945502473521715,5.050167435821415,-12.534994682857564,-57.834328474835665,1.4857746,14.209345,1.7534008,-13.866768,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 3403714338071168,3403714338071168,46.27133487038027,3.99709833744724,7.837525751273321,-21.374813414898867,-19.227969456993943,1.3084309,9.786938,0.72439003,-23.415777,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5964.535,4.3429,-0.2846,126.9745,8.0E-4,7.0E-4,4.0E-4
Gaia DR3 3488716035360256,3488716035360256,46.35543996008213,4.359786308106999,6.7673145640732395,-0.24117610476748874,-52.174606340913876,1.0936255,17.074509,2.913558,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3342.9976,4.9574,-0.2248,150.8616,1.0443,0.6626,0.4307
Gaia DR3 3544653689726720,3544653689726720,46.911460607330454,4.604788125161479,5.590918095169679,27.78895591876757,3.2489587187794307,1.0744121,20.132044,2.4239712,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 3668009445588992,3668009445588992,45.89253912069067,4.348539084501926,5.087024557440803,13.89834016612923,-14.843789386481303,1.1118712,13.287729,1.3833303,33.20758,VARIABLE,0,false,false,false,true,false,true,true,4622.1553,4.6087,0.0596,194.8697,0.1813,0.1383,0.0726
Gaia DR3 3675220695597568,3675220695597568,45.92920669391467,4.548221323366745,5.42933170303627,36.218112472490844,28.923801452579127,1.0165914,19.22333,0.7279682,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 3767790125775360,3767790125775360,45.83063638544194,4.931556466994251,5.034045757381271,-18.69077301038254,-24.369137780070822,1.0235127,14.401361,1.8969774,-28.066198,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4220.0337,4.6478,0.4825,198.8459,0.8055,0.5781,0.3158
Gaia DR3 3779850393938304,3779850393938304,45.76230778473148,5.107064217216294,5.989708763351528,-14.23773129899128,-70.22196777169906,1.0147603,16.012056,2.3571463,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3576.1387,4.7949,-0.5339,165.9541,0.7086,0.4763,0.2844
Gaia DR3 3902583379689472,3902583379689472,45.91981137069815,5.534567431124171,5.968427762036245,38.83293163601144,52.53239235448308,0.9805252,19.468672,3.1013012,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 3916980109873664,3916980109873664,46.672711213255106,5.671112375311307,7.94995123886589,22.158060307346986,-60.13240339589902,1.0609463,17.388077,3.3024826,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3131.6902,4.9545,0.0895,130.118,1.0438,0.627,0.4489
Gaia DR3 3941856560372864,3941856560372864,47.76914309777197,4.839237990380129,8.5967113497257,-7.356994823608449,-81.53222485058551,1.2151685,15.896248,2.775916,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3398.1523,4.8659,-0.1381,115.9081,0.9332,0.5988,0.3858
Gaia DR3 4076787252850688,4076787252850688,47.87461542071482,5.864200894408339,6.0715295349922895,46.790876031296634,-85.96955723740672,1.1226729,15.614287,2.6481543,40.060738,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3563.7446,4.7137,0.1711,161.7887,0.8965,0.5844,0.3755
Gaia DR3 4112830618465152,4112830618465152,48.46539287207648,5.821132714422799,5.422806568231097,-22.312745448889967,-60.19228479151647,1.0184741,17.127121,2.589056,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3431.6362,4.9494,-0.3822,183.2314,0.79,0.5149,0.3224
Gaia DR3 4183027564112256,4183027564112256,48.07178978585863,6.112717290449417,9.065392349390736,-11.780856693781711,-63.517702678766085,4.5365853,18.494421,2.5117283,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4208449475391104,4208449475391104,48.41106314467393,6.299308303151879,5.215110694236122,-2.2306999780611836,-17.027667731599085,1.0314329,20.062647,2.4033737,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4355479090761856,4355479090761856,47.04967972430987,6.35956498644869,5.043074104423153,8.046841608310638,8.23848453410874,2.874101,18.171053,2.3901558,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4412138299473664,4412138299473664,48.26099697046842,6.581188896414665,7.52634397063784,20.78600877795938,-39.773169234974276,0.9030697,17.629305,3.2205124,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3145.8767,4.9861,-0.0394,138.4069,0.9542,0.5784,0.4055
Gaia DR3 4443749258977920,4443749258977920,47.628209409784866,6.525689929810331,5.654190744227821,2.9187857741328216,15.82998286203013,1.4863389,17.10588,1.561615,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4461513243479680,4461513243479680,47.485456119600485,6.704558123072661,8.527407911464376,110.17236566990849,-59.26043760143308,9.590741,7.9994645,0.8829193,-0.56522274,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5816.5454,3.8577,0.3256,103.6443,0.2186,0.1825,0.097
Gaia DR3 4558884446955008,4558884446955008,42.433031571013025,2.9467466466324193,5.401905640677011,13.315080347554172,-4.3336733628434025,1.127779,17.203033,2.67659,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3409.2385,4.9307,-0.2872,187.755,0.8635,0.558,0.3543
Gaia DR3 4563424227434112,4563424227434112,42.37934832849574,3.0417108423376824,5.188923858920237,-9.090881748232768,-37.79463915984763,1.9195827,13.700388,1.6480017,-14.915607,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4524.971,4.6667,0.7062,187.0388,0.6847,0.5086,0.2673
Gaia DR3 4585444524878976,4585444524878976,42.09209331936666,2.9686483258682883,6.572291420571434,-11.90234570288806,-20.76588509548672,0.95039207,19.550013,3.2268543,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4710655706444032,4710655706444032,43.12313496721526,3.691103322680893,6.1777522192213485,66.4687818390035,-32.77482415293886,0.9331146,15.684204,2.3521614,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3609.0574,4.7865,-0.265,161.2527,0.6685,0.4498,0.27
Gaia DR3 4768547570653952,4768547570653952,42.75556293665945,3.839754785264419,6.133078256490841,-16.527404888719687,-18.587194045120132,1.0903342,20.646795,2.2609444,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4971377401101440,4971377401101440,42.66187274529125,4.119124492971947,5.197365039354511,65.82900171083575,-40.41387411129109,0.988112,17.728865,3.087677,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3239.872,4.8824,0.1536,214.3313,0.9607,0.5903,0.4137
Gaia DR3 5006218175751680,5006218175751680,41.99083504169049,4.102031696630239,6.524192779518563,93.95464297762325,-59.67004710282344,1.125315,13.652236,1.7531433,34.242344,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4234.129,4.6615,0.2812,152.2021,0.552,0.4017,0.2161
Gaia DR3 5018312803634944,5018312803634944,41.587486105792465,4.132637170711041,19.245976769128536,97.69897243969615,-9.39339161574755,1.0967946,14.592528,2.8928213,29.04965,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 5047724739709696,5047724739709696,42.40144495076477,4.566596798007641,11.569779405728337,-2.5516463770244284,-40.933171057887066,1.7283168,15.591221,2.9202642,41.769524,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 5167429772747136,5167429772747136,43.317283979979,4.35947592497969,7.996557415843967,18.14195733200497,35.64589496095341,1.1024033,17.097475,2.6488886,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3260.5107,4.6948,-1.0962,125.7711,0.6527,0.4195,0.2632
Gaia DR3 5195574693899776,5195574693899776,43.26631104919467,4.494088104764155,9.062392168882317,-81.58744814238075,28.561892333189103,1.002604,15.303434,2.2957935,17.043592,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3639.5188,4.9117,-0.5882,109.9886,0.7761,0.5267,0.3076
Gaia DR3 5298443455042944,5298443455042944,43.907197149060266,4.798847994583075,5.432757716722494,27.473003364961315,-37.562562859457,1.1393938,12.903198,1.3103046,-9.599597,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4606.0146,4.5888,0.1656,181.7058,0.1019,0.0784,0.0411
Gaia DR3 5306311835162112,5306311835162112,44.02507466160719,4.878470873494638,9.651021925357202,9.75944442027605,22.520113354122245,0.88711745,18.14611,3.445528,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,2958.8225,5.0512,-0.0762,119.3312,0.5309,0.3085,0.234
Gaia DR3 5355931592961920,5355931592961920,42.850955265001936,4.406030646877019,6.116962732846137,91.52456642697554,26.69285717265672,2.0324419,9.71897,0.7381649,49.16374,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5877.0977,3.997,-0.6241,159.8627,0.0017,0.0015,8.0E-4
Gaia DR3 5368026220866560,5368026220866560,42.806786360849905,4.440230948745658,9.205837845939163,123.98863314872986,-34.55363778217037,3.4452555,8.513504,0.7633972,,NOT_AVAILABLE,1,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 5373317620517504,5373317620517504,42.67128974049802,4.526294579869495,8.665424627251591,-58.05699459678795,-30.8102816801677,0.97364295,15.355261,2.4735088,-6.8854895,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3522.393,4.8533,-0.2374,115.0374,0.6993,0.4629,0.2854
Gaia DR3 5406298673944576,5406298673944576,42.93626248441887,4.759791718610194,5.362807596787173,-4.976111413972057,-22.78087106017578,1.0437707,12.76028,1.2581482,6.9300694,VARIABLE,0,false,false,false,true,false,true,true,4702.001,4.5777,0.2151,186.1112,0.0916,0.0711,0.0372
Gaia DR3 5563120815292416,5563120815292416,43.35688240023931,5.255162250802047,7.647091566098761,100.18783530150483,-45.77357439647509,0.9714197,8.6308775,1.1349988,13.089849,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4891.34,3.4103,-0.0713,130.2144,0.0962,0.0765,0.0404
Gaia DR3 5587924251073408,5587924251073408,43.34027540032595,5.487735790034987,5.68731364247357,-38.41093908953114,-23.170092818626397,0.9858527,19.005692,3.0801296,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 5618676216630272,5618676216630272,43.448443222066864,5.722404911261953,6.362392549982962,-35.31827196378033,-22.082329456614424,4.545894,12.338265,1.3422918,-30.565916,VARIABLE,0,true,true,false,true,false,true,true,4563.8745,4.4204,-0.3884,162.5283,0.227,0.1748,0.0929
Gaia DR3 5817417238935936,5817417238935936,42.15335267369122,4.798614448503357,7.023387179352954,28.46050799413522,-3.1809379749415134,1.3832741,15.270382,2.419322,44.586292,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3560.9265,4.6466,-0.4774,140.3666,0.8,0.5342,0.3229
Gaia DR3 5818276232395264,5818276232395264,42.109436876128,4.8122896839697145,10.253373503002518,15.259129859810688,-47.60864139963332,1.1235625,11.179967,1.221982,-37.043205,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4778.1973,4.5694,0.3637,97.5995,0.0777,0.0606,0.0316
Gaia DR3 5837685189344256,5837685189344256,41.67987611052665,4.932814427218537,5.689606305462642,53.31623675723235,-56.79593892601008,0.8955788,17.894646,2.953909,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3262.0415,5.0298,-0.3453,173.3735,0.747,0.47,0.3108
Gaia DR3 5939394309662848,5939394309662848,40.05973158429879,4.5986133026013505,14.490483662754908,73.33969368080199,-35.89946835893522,2.8989985,11.135422,1.4614191,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 5965847013193984,5965847013193984,40.25965207443918,4.765707827744074,5.5919904183143325,37.26550432440748,-11.999679115543548,0.91529197,15.690534,2.46733,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3610.3474,4.7373,0.0595,176.3991,0.7967,0.5293,0.3261
Gaia DR3 5985500783764224,5985500783764224,39.80761431328913,4.670986766851681,6.014964056092279,51.327168992479685,-0.816724093821693,0.92616254,18.45906,0.11270523,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 6075832537243008,6075832537243008,40.50016543752133,5.134331708687626,5.185071399757215,9.274962791105857,2.1087303461971816,1.0331453,20.698706,1.8044205,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6158300203238656,6158300203238656,40.80845764893851,5.471861161541998,13.299967845620873,581.3602086068054,-286.9868879336015,9.120457,13.535733,1.7147818,127.05256,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 6175716295054080,6175716295054080,40.64536960126445,5.602479203110082,6.848331938225606,39.729267722197065,24.992373023384722,1.2422544,12.800883,1.3118763,63.43361,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4510.3237,4.6112,-0.3798,147.2961,0.0352,0.027,0.0143
Gaia DR3 6345595137099136,6345595137099136,43.09963016297351,5.688020697205665,6.528577696640478,47.46703854327776,-9.583917716804642,1.0540541,14.683249,2.1507282,12.814214,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3786.0474,4.6591,-0.0199,154.088,0.6141,0.4235,0.2442
Gaia DR3 6573464627395328,6573464627395328,41.27849099500693,6.115280087770124,5.474845904106298,17.82217162825032,-10.43694359975989,1.0816358,20.558432,1.8301849,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
